sample,cell_group,threshold_method,score,n_high,n_low,lower_cutoff,upper_cutoff,mean_high,mean_low,delta_high_minus_low,mannwhitney_p,mannwhitney_fdr
GSM4453581_P6,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,17,169,,8.76059724650536,5.8030082671902745,6.709105356209851,-0.9060970890195765,0.085378352706541,0.170756705413082
GSM4453581_P6,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,17,169,,8.76059724650536,1.1111512803816257,1.2106046322064634,-0.09945335182483772,0.9960352240738426,0.9960352240738426
GSM4453581_P6,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,9,9,8.302695371341818,9.454856208166804,3.83979926121229,5.687678479419152,-1.8478792182068622,0.013418657920497472,0.0342364794095803
GSM4453581_P6,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,9,9,8.302695371341818,9.454856208166804,3.498397812924178,4.965502252689561,-1.4671044397653827,0.0933976745287926,0.0933976745287926
GSM4453581_P6,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,9,9,8.302695371341818,9.454856208166804,5.895808475627754,8.599611773019035,-2.703803297391281,0.01711823970479015,0.0342364794095803
GSM4453581_P6,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,9,9,8.302695371341818,9.454856208166804,0.9233556726514798,2.6259389159266093,-1.7025832432751296,0.049644873304314725,0.06619316440575297
GSM4453581_P6,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,33,153,0.0,0.0,4.688034017456894,3.5398311343954214,1.1482028830614723,0.0006528418086872563,0.0013056836173745126
GSM4453581_P6,B-lineage combined,detected_vs_undetected,NRF2_redox_score,33,153,0.0,0.0,4.372013394841692,2.0282706788181475,2.3437427160235442,8.829508111968701e-10,3.5318032447874804e-09
GSM4453581_P6,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,33,153,0.0,0.0,6.802369073675155,6.588312198107314,0.2140568755678416,0.8195186699985448,0.8195186699985448
GSM4453581_P6,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,33,153,0.0,0.0,1.775001975870918,1.0778214993832658,0.6971804764876521,0.004877030929243538,0.006502707905658051
GSM4453582_P7,B cells,within_sample_positive_median,UPR_ER_stress_score,14,142,,9.13728204828852,2.4706431088220833,3.221062249538787,-0.7504191407167036,0.17835669130837084,0.23780892174449444
GSM4453582_P7,B cells,within_sample_positive_median,NRF2_redox_score,14,142,,9.13728204828852,2.2644456275961544,1.3461617502488883,0.9182838773472661,0.005184939981459566,0.020739759925838264
GSM4453582_P7,B cells,within_sample_positive_median,Ribosome_translation_score,14,142,,9.13728204828852,9.98297373586395,9.859060561986269,0.12391317387768197,0.9332886868640781,0.9332886868640781
GSM4453582_P7,B cells,within_sample_positive_median,Apoptosis_DDR_score,14,142,,9.13728204828852,0.4433917089623557,0.989623138142351,-0.5462314291799953,0.08246171431004784,0.16492342862009568
GSM4453582_P7,B cells,within_sample_positive_quartiles,UPR_ER_stress_score,7,7,8.49795406419198,9.706715696173836,1.5546786733017068,4.714277436469195,-3.1595987631674882,0.04069193939734579,0.08138387879469158
GSM4453582_P7,B cells,within_sample_positive_quartiles,NRF2_redox_score,7,7,8.49795406419198,9.706715696173836,1.7817615891364347,3.0384081712269255,-1.2566465820904908,0.20862470862470864,0.2781662781662782
GSM4453582_P7,B cells,within_sample_positive_quartiles,Ribosome_translation_score,7,7,8.49795406419198,9.706715696173836,9.888178345563933,10.037985814528088,-0.14980746896415553,1.0,1.0
GSM4453582_P7,B cells,within_sample_positive_quartiles,Apoptosis_DDR_score,7,7,8.49795406419198,9.706715696173836,0.22650137658102362,2.213218005537267,-1.9867166289562435,0.014047028367415306,0.056188113469661224
GSM4453582_P7,B cells,detected_vs_undetected,UPR_ER_stress_score,27,129,0.0,0.0,3.4820809995656807,3.0849895811608024,0.3970914184048784,0.42435422006914203,0.8487084401382841
GSM4453582_P7,B cells,detected_vs_undetected,NRF2_redox_score,27,129,0.0,0.0,2.3981379319539022,1.2256394043328136,1.1724985276210886,9.248306553871346e-05,0.0003699322621548538
GSM4453582_P7,B cells,detected_vs_undetected,Ribosome_translation_score,27,129,0.0,0.0,10.020448511994664,9.838729630079762,0.18171888191490204,0.858714074194965,0.9558197044095785
GSM4453582_P7,B cells,detected_vs_undetected,Apoptosis_DDR_score,27,129,0.0,0.0,1.079107374510764,0.9116129490689628,0.16749442544180115,0.9558197044095785,0.9558197044095785
GSM4453582_P7,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,88,791,,8.152422141983191,5.299618616401389,5.56037074730162,-0.2607521309002312,0.28332347932026325,0.28332347932026325
GSM4453582_P7,Plasma cells,within_sample_positive_median,NRF2_redox_score,88,791,,8.152422141983191,2.545063697889402,1.0735368455097687,1.4715268523796334,5.2884304025090434e-23,2.1153721610036174e-22
GSM4453582_P7,Plasma cells,within_sample_positive_median,Ribosome_translation_score,88,791,,8.152422141983191,8.317027930077552,7.328608703435107,0.9884192266424456,4.4999629672360586e-05,8.999925934472117e-05
GSM4453582_P7,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,88,791,,8.152422141983191,1.0705136551863803,0.9218550316873318,0.14865862349904846,0.14932274770837292,0.19909699694449723
GSM4453582_P7,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,44,44,7.663725466453382,8.886562842194525,4.3627661900018175,7.209104328588938,-2.8463381385871207,8.710589437204982e-09,3.484235774881993e-08
GSM4453582_P7,Plasma cells,within_sample_positive_quartiles,NRF2_redox_score,44,44,7.663725466453382,8.886562842194525,2.5373840054505727,2.828940737456796,-0.2915567320062231,0.16723275318652342,0.16723275318652342
GSM4453582_P7,Plasma cells,within_sample_positive_quartiles,Ribosome_translation_score,44,44,7.663725466453382,8.886562842194525,8.20032690538883,9.080790252620368,-0.8804633472315384,0.11764216925630909,0.1568562256750788
GSM4453582_P7,Plasma cells,within_sample_positive_quartiles,Apoptosis_DDR_score,44,44,7.663725466453382,8.886562842194525,0.6837424750851858,1.5026125317964287,-0.8188700567112429,0.015812934625771234,0.03162586925154247
GSM4453582_P7,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,175,704,0.0,0.0,6.044251444324958,5.407493887218802,0.6367575571061561,0.00020305394036468198,0.0002707385871529093
GSM4453582_P7,Plasma cells,detected_vs_undetected,NRF2_redox_score,175,704,0.0,0.0,2.59514824172711,0.87923623282706,1.71591200890005,1.485140910900196e-50,5.940563643600784e-50
GSM4453582_P7,Plasma cells,detected_vs_undetected,Ribosome_translation_score,175,704,0.0,0.0,8.578303860270882,7.141512452722427,1.436791407548455,3.574964246649079e-14,7.149928493298158e-14
GSM4453582_P7,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,175,704,0.0,0.0,1.225938881007077,0.8648483345807422,0.36109054642633487,0.0027737720863719693,0.0027737720863719693
GSM4453582_P7,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,101,934,,8.2372195349631,4.708125896626016,5.225994461196675,-0.5178685645706587,0.025897839526408173,0.034530452701877566
GSM4453582_P7,B-lineage combined,within_sample_positive_median,NRF2_redox_score,101,934,,8.2372195349631,2.45924527114621,1.1216345665400596,1.3376107046061505,1.8501490950690235e-23,7.400596380276094e-23
GSM4453582_P7,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,101,934,,8.2372195349631,8.682608479542107,7.699820897146023,0.9827875823960843,1.4067323340824e-05,2.8134646681648e-05
GSM4453582_P7,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,101,934,,8.2372195349631,0.960758146629416,0.9347857906351145,0.025972355994301588,0.7749523087739282,0.7749523087739282
GSM4453582_P7,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,51,51,7.73364001459805,9.146427808952705,3.691766763292796,7.116409347415881,-3.424642584123085,4.723568124727609e-12,1.8894272498910435e-11
GSM4453582_P7,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,51,51,7.73364001459805,9.146427808952705,2.4577821330259315,2.7955366529307133,-0.3377545199047818,0.10675700732027862,0.14234267642703816
GSM4453582_P7,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,51,51,7.73364001459805,9.146427808952705,8.668016133274032,8.945156025186906,-0.27713989191287425,0.8356397524555739,0.8356397524555739
GSM4453582_P7,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,51,51,7.73364001459805,9.146427808952705,0.5738585627964378,1.4605266777233141,-0.8866681149268764,0.00307210279634141,0.00614420559268282
GSM4453582_P7,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,202,833,0.0,0.0,5.701783117550204,5.047826353627588,0.6539567639226158,8.732637467563379e-05,0.00011643516623417839
GSM4453582_P7,B-lineage combined,detected_vs_undetected,NRF2_redox_score,202,833,0.0,0.0,2.5688151805198003,0.9328809016436772,1.635934278876123,2.6005556925055652e-53,1.0402222770022261e-52
GSM4453582_P7,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,202,833,0.0,0.0,8.771065769164654,7.5592087502963725,1.2118570188682813,3.7358637434305386e-11,7.471727486861077e-11
GSM4453582_P7,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,202,833,0.0,0.0,1.2063128875645006,0.8720903937271773,0.3342224938373233,0.005373533920830092,0.005373533920830092
GSM4453583_P8,B cells,within_sample_positive_median,UPR_ER_stress_score,13,117,,9.048406086279446,3.3358228401814958,2.9087330211630564,0.42708981901843934,0.4939810477165065,0.514476653727562
GSM4453583_P8,B cells,within_sample_positive_median,NRF2_redox_score,13,117,,9.048406086279446,3.135542189200255,1.6825785629483023,1.4529636262519527,0.0003110157876492432,0.0012440631505969727
GSM4453583_P8,B cells,within_sample_positive_median,Ribosome_translation_score,13,117,,9.048406086279446,9.400728234852686,10.094893051919689,-0.6941648170670032,0.514476653727562,0.514476653727562
GSM4453583_P8,B cells,within_sample_positive_median,Apoptosis_DDR_score,13,117,,9.048406086279446,0.4452062289484942,0.615214219425162,-0.17000799047666776,0.4871513744045972,0.514476653727562
GSM4453583_P8,B cells,within_sample_positive_quartiles,UPR_ER_stress_score,7,7,8.165943416615505,9.516222204366947,3.8088451400592507,5.694037919827745,-1.8851927797684946,0.20862470862470864,0.4172494172494173
GSM4453583_P8,B cells,within_sample_positive_quartiles,NRF2_redox_score,7,7,8.165943416615505,9.516222204366947,3.016129548450823,4.42143956808794,-1.4053100196371169,0.006993006993006993,0.027972027972027972
GSM4453583_P8,B cells,within_sample_positive_quartiles,Ribosome_translation_score,7,7,8.165943416615505,9.516222204366947,9.677034535150312,10.375836044165572,-0.6988015090152597,0.534965034965035,0.534965034965035
GSM4453583_P8,B cells,within_sample_positive_quartiles,Apoptosis_DDR_score,7,7,8.165943416615505,9.516222204366947,0.22663931593897282,0.728010494126914,-0.5013711781879412,0.33690650364849206,0.44920867153132277
GSM4453583_P8,B cells,detected_vs_undetected,UPR_ER_stress_score,26,104,0.0,0.0,4.057708373160503,2.674875410540999,1.3828329626195042,0.0025063135350716,0.0050126270701432
GSM4453583_P8,B cells,detected_vs_undetected,NRF2_redox_score,26,104,0.0,0.0,3.465301279402745,1.418518337116186,2.0467829422865593,1.0728333487375945e-09,4.291333394950378e-09
GSM4453583_P8,B cells,detected_vs_undetected,Ribosome_translation_score,26,104,0.0,0.0,9.6971492749807,10.107558394021058,-0.41040911904035937,0.7160267835129095,0.7160267835129095
GSM4453583_P8,B cells,detected_vs_undetected,Apoptosis_DDR_score,26,104,0.0,0.0,0.7798460761081457,0.5528052564448327,0.22704081966331302,0.6239369448091274,0.7160267835129095
GSM4453583_P8,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,40,172,,8.007411600196528,5.757442741927432,5.573471279151345,0.18397146277608645,0.6802861119977364,0.6802861119977364
GSM4453583_P8,Plasma cells,within_sample_positive_median,NRF2_redox_score,40,172,,8.007411600196528,3.2227319532914604,2.1076842836651197,1.1150476696263407,7.674136419402063e-05,0.00030696545677608253
GSM4453583_P8,Plasma cells,within_sample_positive_median,Ribosome_translation_score,40,172,,8.007411600196528,9.786679455895985,9.094817231088776,0.6918622248072097,0.07770387435509711,0.11266171254091324
GSM4453583_P8,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,40,172,,8.007411600196528,1.234363362639007,0.9169330761664006,0.3174302864726063,0.08449628440568493,0.11266171254091324
GSM4453583_P8,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,20,20,7.294026012343175,8.709904315640756,4.855937899180537,6.731241160739472,-1.8753032615589351,0.004702532763389892,0.012060529046674012
GSM4453583_P8,Plasma cells,within_sample_positive_quartiles,NRF2_redox_score,20,20,7.294026012343175,8.709904315640756,2.922604079186796,4.243518937317828,-1.3209148581310317,0.00904539678500551,0.012060529046674012
GSM4453583_P8,Plasma cells,within_sample_positive_quartiles,Ribosome_translation_score,20,20,7.294026012343175,8.709904315640756,9.194827335905272,10.572867618354518,-1.3780402824492466,0.008354827335644516,0.012060529046674012
GSM4453583_P8,Plasma cells,within_sample_positive_quartiles,Apoptosis_DDR_score,20,20,7.294026012343175,8.709904315640756,1.220410040817177,1.6992775235663267,-0.4788674827491497,0.2667719110085678,0.2667719110085678
GSM4453583_P8,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,80,132,0.0,0.0,6.058050092420249,5.335536078011429,0.7225140144088202,0.024465364242121777,0.024465364242121777
GSM4453583_P8,Plasma cells,detected_vs_undetected,NRF2_redox_score,80,132,0.0,0.0,3.461511261248691,1.6250763183497248,1.8364349428989661,6.05170253399711e-14,2.420681013598844e-13
GSM4453583_P8,Plasma cells,detected_vs_undetected,Ribosome_translation_score,80,132,0.0,0.0,10.044448431596921,8.728938389813298,1.3155100417836234,4.28113921732637e-05,8.56227843465274e-05
GSM4453583_P8,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,80,132,0.0,0.0,1.283324968829921,0.7910683795438445,0.49225658928607663,0.00236540426192688,0.00315387234923584
GSM4453583_P8,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,53,289,,8.16184109603293,4.772123119675357,4.566434964521701,0.20568815515365646,0.613643360977756,0.8181911479703413
GSM4453583_P8,B-lineage combined,within_sample_positive_median,NRF2_redox_score,53,289,,8.16184109603293,3.0865309526488116,1.9566386669765627,1.1298922856722489,9.974225041430637e-07,3.989690016572255e-06
GSM4453583_P8,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,53,289,,8.16184109603293,9.51441067017814,9.532262735610228,-0.017852065432087727,0.9157470132924675,0.9157470132924675
GSM4453583_P8,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,53,289,,8.16184109603293,1.0638189281990493,0.7905618168190518,0.27325711137999753,0.12439999878264432,0.24879999756528864
GSM4453583_P8,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,27,27,7.452679516730864,8.932786431677563,3.963468124445853,6.459049693670965,-2.4955815692251124,9.226067261753814e-05,0.00036904269047015255
GSM4453583_P8,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,27,27,7.452679516730864,8.932786431677563,2.942242162707794,4.1391123591418655,-1.1968701964340713,0.001456591377709781,0.002913182755419562
GSM4453583_P8,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,27,27,7.452679516730864,8.932786431677563,9.115059615177763,10.588226782776578,-1.473167167598815,0.009459188759354788,0.009459188759354788
GSM4453583_P8,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,27,27,7.452679516730864,8.932786431677563,0.6896818285139651,1.6032053940920197,-0.9135235655780546,0.0062937364131938015,0.00839164855092507
GSM4453583_P8,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,106,236,0.0,0.0,5.567400236752763,4.1630415465837824,1.4043586901689808,4.756984086132095e-07,9.51396817226419e-07
GSM4453583_P8,B-lineage combined,detected_vs_undetected,NRF2_redox_score,106,236,0.0,0.0,3.4624408883430817,1.534050767297657,1.9283901210454246,1.203522829462723e-22,4.814091317850892e-22
GSM4453583_P8,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,106,236,0.0,0.0,9.95926184601181,9.336465849294685,0.6227959967171248,0.013517287591668608,0.013517287591668608
GSM4453583_P8,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,106,236,0.0,0.0,1.159830146086844,0.6860710710595342,0.47375907502730985,0.0008320620252900418,0.0011094160337200558
GSM4453584_P9,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,31,171,,8.201139739792964,6.3260076859734555,5.846402450996967,0.4796052349764883,0.20805198392113688,0.27740264522818253
GSM4453584_P9,Plasma cells,within_sample_positive_median,NRF2_redox_score,31,171,,8.201139739792964,3.445151055481465,1.7191052183955475,1.7260458370859173,1.4462112854155305e-07,5.784845141662122e-07
GSM4453584_P9,Plasma cells,within_sample_positive_median,Ribosome_translation_score,31,171,,8.201139739792964,8.346560239358228,7.655158995961263,0.6914012433969647,0.022959579471045724,0.04591915894209145
GSM4453584_P9,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,31,171,,8.201139739792964,1.2705598021467241,1.0716906796568348,0.1988691224898893,0.37281391066576275,0.37281391066576275
